Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized,Train MSE Std,Val MSE Std,Test MSE Std,Train DirAcc Std,Val DirAcc Std,Test DirAcc Std
OLS,0.5719771585441245,0.6314184391723506,0.6446296120866621,73.66217939689403,75.58824625058031,76.4017717477912,True,0.08332041495308645,0.07325865563817227,0.05561075083132837,2.755062353904626,4.069466371879504,4.880683351833473
NN,0.5625654822363126,0.6340033555828429,0.646067187020382,73.90603264942835,75.57343860843054,76.40580383812149,True,0.08599672451283967,0.07266053107527651,0.05422514751825185,2.7746898713867334,4.066326100348426,4.862718891034156
