Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized
OLS,0.5719771585441245,0.6314184391723506,0.6446296120866621,73.66217939689403,75.58824625058031,76.4017717477912,True
NN,0.5625654822363126,0.6340033555828429,0.646067187020382,73.90603264942835,75.57343860843054,76.40580383812149,True
