Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized
OLS,0.0037192798257302665,0.0038063362471724743,0.003654960973460615,99.39783217536967,99.80774613298424,99.77260414275068,False
NN,0.003719391716039408,0.0038063011932426396,0.003654918467583726,99.99880223047165,99.99938720748538,99.99968437921433,False
