fold,OLS_train,OLS_val,OLS_test,OLS_train_diracc,OLS_val_diracc,OLS_test_diracc,NN_train,NN_val,NN_test,NN_train_diracc,NN_val_diracc,NN_test_diracc,normalized
0,1.6910695146332862e-06,3.976673451017073e-07,2.3487375807558547e-07,99.99279029367537,99.9927215381816,100.0,1.7178753068947117e-06,4.0434485981677437e-07,2.393836950886908e-07,99.99279379844666,99.99271631240843,100.0,False
1,1.2056637395044098e-06,2.1738846160340202e-07,2.3272997102024953e-07,99.99244308267268,100.0,99.99603740687905,1.2475067023842712e-06,2.677504085113469e-07,2.814688855323766e-07,99.99244213104248,100.0,99.99603629112244,False
2,8.113165103589101e-07,1.8049783576006221e-07,1.0410550587330997e-07,99.99553738470148,99.99656868351823,100.0,9.369758799948612e-07,2.2526749887674669e-07,1.4621971899941857e-07,99.99622106552124,99.99656677246094,100.0,False
3,1.4685756026548733e-07,8.800832775589277e-08,4.0801494999659696e-07,99.99644872491467,100.0,100.0,2.2243798980525758e-07,1.672847815825662e-07,4.6917602958274084e-07,99.9964475631714,100.0,100.0,False
4,1.0229793522092308e-07,2.775508708419513e-07,1.0297993978216946e-05,99.99894370660395,100.0,100.0,1.1549827405588077e-07,3.0892405789018085e-07,1.041997347783763e-05,99.99894499778748,100.0,100.0,False
5,1.727442904461594e-07,9.265032812431505e-06,2.4706645029840805e-07,99.99898509785348,100.0,99.99837022067211,1.9481781521335506e-07,9.397362191521095e-06,2.84353120605374e-07,99.99898672103882,100.0,99.99837279319765,False
6,7.226089860173027e-06,1.3692209234462995e-06,0.07669268567583547,99.63108877976984,99.90222638665391,99.36160057276958,7.162897418311331e-06,1.378395836582058e-06,0.0766923055052757,100.0,99.99898672103882,100.0,False
7,8.846160164042691e-06,0.07986768129805574,2.7396933495300606e-07,99.91640435854814,99.8715904148458,99.95331417485399,8.88139311427949e-06,0.0798673778772354,2.864269958990917e-07,99.9996781349182,99.99999403953552,100.0,False
8,0.02537194716058454,5.969942146358089e-07,5.496759825464805e-07,99.91284930164338,99.99656715222392,99.9973860309494,0.0253725368529558,4.624110374606971e-07,4.074627781847085e-07,99.99967217445374,100.0,100.0,False
9,0.025162623945109704,4.990764836392284e-07,4.87818380724615e-07,98.53444478882889,99.79956204886979,99.88208811233787,0.0251631364226341,1.803765741215102e-07,1.0178729326071335e-07,99.99967217445374,100.0,100.0,False
10,0.027511999093852255,6.590060026732049e-07,6.564553147896798e-07,89.55041790480404,96.46279978197676,96.1146317935944,0.0275125466287136,8.07444990869044e-08,7.082109476641564e-08,99.99999403953552,100.0,100.0,False
11,1.062167777526982e-07,4.758181388816152e-08,4.4845439661733414e-05,100.0,100.0,100.0,1.2582020758600265e-07,6.21951414814248e-08,4.485562385525554e-05,100.0,100.0,100.0,False
12,6.053812377820229e-08,4.9215622242060987e-05,5.98111558621475e-08,100.0,100.0,100.0,7.233535370687606e-08,4.922060179524124e-05,6.963407628290953e-08,100.0,100.0,100.0,False
13,1.2354335956773843e-05,6.395821341479049e-08,4.914885152768287e-08,99.99965529603176,100.0,100.0,1.2384097317408305e-05,9.183222005049174e-08,6.797549900738886e-08,100.0,100.0,100.0,False
14,1.2083802426819687e-05,5.323513869476355e-08,1.1961395144593377e-07,99.99966360434489,100.0,100.0,1.2100827916583512e-05,6.511075412163336e-08,1.3462538106523425e-07,100.0,100.0,100.0,False
15,1.2045593127339787e-05,1.1947320827185132e-07,7.453718417585511e-08,100.0,100.0,100.0,1.2061766028637066e-05,1.374047826629976e-07,8.20505547949324e-08,100.0,100.0,99.99999403953552,False
16,8.108493725986637e-08,7.414638024968927e-08,3.571046574982602e-07,100.0,100.0,100.0,9.609325957171677e-08,8.4331787775227e-08,4.621486198175262e-07,100.0,99.99999403953552,100.0,False
17,7.009416203396155e-08,3.2709178970658867e-07,1.410497041130407e-07,100.0,100.0,100.0,8.300976617192647e-08,4.053545410442894e-07,1.5924462104521808e-07,100.0,100.0,100.0,False
18,3.7556947954032945e-07,3.2620149799393946e-07,2.5413085760757583e-07,99.91709699651408,99.97449083710869,99.98541537025514,5.29453416220349e-07,3.545584092989884e-07,3.069531544497295e-07,100.0,99.99999403953552,100.0,False
19,4.4865427499376836e-07,2.574642757400653e-07,1.2419611843456601e-06,99.92601187173149,99.9863235840025,99.9504822819415,6.056179699953645e-07,2.949934980733815e-07,1.277699197999027e-06,100.0,100.0,99.9989688396454,False
20,4.780519481477844e-07,1.3446747283006758e-06,8.592660026500611e-07,99.99169449012474,99.97981836528758,99.98536103351103,4.677087872551056e-07,1.3579361848314877e-06,8.59285933074716e-07,99.99999403953552,99.99887943267822,100.0,False
