fold,OLS_train,OLS_val,OLS_test,OLS_train_diracc,OLS_val_diracc,OLS_test_diracc,NN_train,NN_val,NN_test,NN_train_diracc,NN_val_diracc,NN_test_diracc,normalized
0,1.691069514633286e-06,3.976673451017073e-07,2.3487375807558542e-07,99.99279029367537,99.9927215381816,100.0,1.707987848931225e-06,4.0334089135285467e-07,2.403874646006443e-07,99.84481930732728,98.43997955322266,96.91489338874815,False
1,1.2056637395044098e-06,2.1738846160340202e-07,2.3272997102024953e-07,99.99244308267268,100.0,99.99603740687905,1.2478919870773098e-06,2.632777125199937e-07,2.771996889805451e-07,99.99244213104248,100.0,99.99603629112244,False
2,8.113165103589101e-07,1.8049783576006227e-07,1.0410550587330994e-07,99.99553738470148,99.99656868351823,100.0,8.127723845063883e-07,1.7915425587489153e-07,1.0303347153239885e-07,99.99622106552124,99.99656677246094,100.0,False
3,1.4685756026548733e-07,8.800832775589277e-08,4.0801494999659696e-07,99.99644872491467,100.0,100.0,1.560118789711851e-07,9.735759221030095e-08,4.194721157091408e-07,99.9964475631714,100.0,100.0,False
4,1.0229793522092308e-07,2.7755087084195136e-07,1.0297993978216946e-05,99.99894370660395,100.0,100.0,1.049985769441264e-07,2.91928188289603e-07,1.0344381735194474e-05,99.99894499778748,100.0,100.0,False
5,1.7274429044615938e-07,9.265032812431505e-06,2.470664502984081e-07,99.99898509785348,100.0,99.99837022067211,1.7672020646841704e-07,9.315199349657632e-06,2.477691793956183e-07,99.99898672103882,100.0,99.99837279319765,False
6,7.226089860173027e-06,1.3692209234462995e-06,0.07669268567583547,99.63108877976984,99.90222638665391,99.36160057276958,7.2396151153952815e-06,1.3332000889931803e-06,0.0766929015517234,94.51359510421752,99.1780936717987,95.05887031555176,False
7,8.846160164042691e-06,0.07986768129805574,2.7396933495300606e-07,99.91640435854814,99.8715904148458,99.95331417485399,8.862196409609169e-06,0.0798675119876861,2.787347739285906e-07,99.98745918273926,99.98239278793336,99.99481439590454,False
8,0.02537194716058454,5.969942146358125e-07,5.496759825464845e-07,99.91284930164338,99.99656715222392,99.9973860309494,0.0253721345216035,3.225838440812368e-07,2.384641675234889e-07,99.99967217445374,100.0,100.0,False
9,0.025162623945109704,4.990764836392312e-07,4.878183807246181e-07,98.53444478882889,99.79956204886979,99.88208811233787,0.0251627247780561,3.410144699955709e-07,3.157058188207884e-07,99.99967217445374,100.0,100.0,False
10,0.027511999093852255,6.590060026732089e-07,6.564553147896837e-07,89.55041790480404,96.46279978197676,96.1146317935944,0.0275125261396169,8.264968442972531e-08,7.284268122020876e-08,99.99999403953552,100.0,100.0,False
11,1.0621677775269823e-07,4.7581813888161504e-08,4.4845439661733414e-05,100.0,100.0,100.0,1.2953924510838988e-07,6.88718202468408e-08,4.488029662752524e-05,63.22932243347168,46.45954370498657,56.41312003135681,False
12,6.053812377820229e-08,4.9215622242060987e-05,5.98111558621475e-08,100.0,100.0,100.0,7.257383316527921e-08,4.923768210574053e-05,7.027406212500864e-08,99.51990842819214,99.76302981376648,99.75969791412354,False
13,1.2354335956773843e-05,6.395821341479049e-08,4.914885152768287e-08,99.99965529603176,100.0,100.0,1.2369961041258648e-05,7.781552824326354e-08,5.762789001551028e-08,100.0,100.0,100.0,False
14,1.2083802426819687e-05,5.323513869476355e-08,1.1961395144593377e-07,99.99966360434489,100.0,100.0,1.2100598723918664e-05,6.445387867870522e-08,1.346040079397426e-07,100.0,100.0,100.0,False
15,1.2045593127339787e-05,1.1947320827185135e-07,7.453718417585511e-08,100.0,100.0,100.0,1.2068419891875236e-05,1.473882491609402e-07,8.809561791167654e-08,100.0,100.0,99.99999403953552,False
16,8.108493725986637e-08,7.414638024968927e-08,3.571046574982602e-07,100.0,100.0,100.0,8.999334255577197e-08,8.01137929329343e-08,4.168981320162857e-07,100.0,99.99999403953552,100.0,False
17,7.009416203396155e-08,3.270917897065887e-07,1.410497041130407e-07,100.0,100.0,100.0,7.345751384946199e-08,3.4893685096903937e-07,1.4440583129271545e-07,100.0,100.0,100.0,False
18,3.7556947954032945e-07,3.262014979939394e-07,2.5413085760757583e-07,99.91709699651408,99.97449083710869,99.98541537025514,3.636037035903428e-07,3.1897354801913025e-07,2.399126515229e-07,100.0,99.99999403953552,100.0,False
19,4.4865427499376836e-07,2.574642757400653e-07,1.2419611843456601e-06,99.92601187173149,99.9863235840025,99.9504822819415,4.431592230957904e-07,2.5053523700080405e-07,1.2413527201715624e-06,99.97074007987976,99.99218583106996,99.96389150619508,False
20,4.780519481477844e-07,1.3446747283006758e-06,8.592660026500611e-07,99.99169449012474,99.97981836528758,99.98536103351103,4.677762035498745e-07,1.345309101452585e-06,8.53924291277508e-07,99.99999403953552,99.99887943267822,100.0,False
