Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized
OLS,0.0037192798257302665,0.0038063362471724743,0.003654960973460615,99.39783217536967,99.80774613298424,99.77260414275068,False
NN,0.0037193272722098273,0.003806289608279807,0.003654931758792957,97.95467711630322,97.32431712604705,97.52855669884454,False
