trial,fold,tr_loss,val_loss,test_loss,tr_mae,val_mae,test_mae,tr_directional_accuracy_pct,val_directional_accuracy_pct,test_directional_accuracy_pct,tr_undershooting_pct,val_undershooting_pct,test_undershooting_pct,seconds,model_path
-1,0,0.4946061263280357,nan,0.45572901108812514,0.5505469003647374,nan,0.5273032536600907,76.9621030205644,nan,88.18806350544702,0.00014325751241469454,nan,-0.0004421384646450771,407.0993001461029,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_022_mlp_40_search/trial_search_best/fold_000/model_best.pt
-1,1,0.4537801569332403,nan,0.44294981459226573,0.5265534738211088,nan,0.5201527162035039,78.44557073402856,nan,83.78633847103532,0.00011772153479822286,nan,-0.0005549668993243727,409.8242735862732,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_022_mlp_40_search/trial_search_best/fold_001/model_best.pt
-1,2,0.4548546036928121,nan,0.4239084995165601,0.5269704138039447,nan,0.506591342214916,77.62015729682493,nan,79.70494379188935,7.954120579892867e-05,nan,-0.0006251578612011177,408.55185866355896,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_022_mlp_40_search/trial_search_best/fold_002/model_best.pt
-1,3,0.5732292451395465,nan,0.6313294933264741,0.5909724020348257,nan,0.620494153191683,73.96859124273247,nan,73.58540508622971,-0.00018697641967595045,nan,0.0005641727447218497,408.51901054382324,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_022_mlp_40_search/trial_search_best/fold_003/model_best.pt
-1,4,0.6039356265629611,nan,0.5465211360218915,0.6081500003749835,nan,0.5808059472293784,73.31340452069381,nan,86.05077286893334,-0.0005094679086153942,nan,0.0005416900324167672,455.5115580558777,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_022_mlp_40_search/trial_search_best/fold_004/model_best.pt
-1,5,0.5452540138473974,nan,0.45505785827472245,0.5760235330615056,nan,0.5320454723018203,76.36564877379192,nan,84.26683102389417,-5.421593146020675e-05,nan,-0.0012182327653997007,443.71810269355774,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_022_mlp_40_search/trial_search_best/fold_005/model_best.pt
-1,6,0.3410930354892642,nan,0.32520489138435926,0.4536896577084008,nan,0.4374262990716304,79.9995534617875,nan,76.80963216867816,0.00025359217247418605,nan,-7.740076689931627e-05,434.8931872844696,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_022_mlp_40_search/trial_search_best/fold_006/model_best.pt
-1,7,0.3334250526586153,nan,0.3261594635786115,0.44911285663733785,nan,0.4474036453537148,81.3467664932492,nan,80.66225925890491,-0.0005494219003704209,nan,-0.0005267170456559106,415.13048815727234,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_022_mlp_40_search/trial_search_best/fold_007/model_best.pt
-1,8,0.30741389014896797,nan,0.34337379021913333,0.4313012260655256,nan,0.45690970889742605,81.81947500611233,nan,87.07625904776455,-0.00033139016080402367,nan,-0.0013278806340018025,414.84907579421997,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_022_mlp_40_search/trial_search_best/fold_008/model_best.pt
-1,9,0.4312554757436072,nan,0.4521208927099565,0.5103216005185163,nan,0.52182356755866,78.79751875973382,nan,83.68871774239899,0.00032287871591144473,nan,6.735423635444821e-05,415.70019698143005,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_022_mlp_40_search/trial_search_best/fold_009/model_best.pt
-1,10,0.5131141151973931,nan,0.5322675851519062,0.5573705067413051,nan,0.5707800851562574,76.0066948016305,nan,79.48781676879105,-0.000271150807731455,nan,-0.0006696915243865553,410.8755581378937,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_022_mlp_40_search/trial_search_best/fold_010/model_best.pt
-1,11,0.5305375428542022,nan,0.5673063875199021,0.5681798938811138,nan,0.5801474861295829,75.63758855241026,nan,73.15888581336242,-9.22604373898675e-05,nan,-0.00017356852870900456,442.23930644989014,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_022_mlp_40_search/trial_search_best/fold_011/model_best.pt
-1,12,0.6020276391936769,nan,0.6378704481913067,0.6046117631064932,nan,0.6244160888665674,72.05709514861437,nan,72.43320125977853,-0.00025282056614978776,nan,-0.000710580242512176,397.6417713165283,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_022_mlp_40_search/trial_search_best/fold_012/model_best.pt
-1,13,0.613743195342929,nan,0.640233066249546,0.6105915047582339,nan,0.6223522291231335,71.6731642165489,nan,74.6514149721228,-0.00048211860463741676,nan,-0.0010458967632207602,439.5296881198883,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_022_mlp_40_search/trial_search_best/fold_013/model_best.pt
-1,14,0.5585307705627369,nan,0.5308987188468247,0.5836132859382085,nan,0.5710402511876007,74.03118693491461,nan,73.14637141650996,-0.0011246610393551343,nan,-0.0003203852306960636,453.47834610939026,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_022_mlp_40_search/trial_search_best/fold_014/model_best.pt
-1,15,0.5398584803668273,nan,0.5129860940280876,0.5705050605498483,nan,0.5567649325690864,73.73795739668641,nan,70.60519282168767,-2.5085708219751525e-05,nan,-0.00021238401304587648,407.0132987499237,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_022_mlp_40_search/trial_search_best/fold_015/model_best.pt
