fold,OLS_train,OLS_val,OLS_test,OLS_train_diracc,OLS_val_diracc,OLS_test_diracc,OLS_train_us,OLS_val_us,OLS_test_us,OLS_alpha_train,OLS_beta_train,OLS_r2_train,OLS_alpha,OLS_beta,OLS_r2_test,var_train,var_val,var_test,LASSO_train,LASSO_val,LASSO_test,LASSO_train_diracc,LASSO_val_diracc,LASSO_test_diracc,LASSO_alpha_train,LASSO_beta_train,LASSO_r2_train,LASSO_alpha,LASSO_beta,LASSO_r2_test,LASSO_train_us,LASSO_val_us,LASSO_test_us,NN_train,NN_val,NN_test,NN_train_diracc,NN_val_diracc,NN_test_diracc,NN_alpha_train,NN_beta_train,NN_r2_train,NN_alpha,NN_beta,NN_r2_test,NN_train_us,NN_val_us,NN_test_us,normalized
0,0.1906183947846897,,0.2631776432040907,87.46657159013054,,83.22582257264665,45.31394138178444,,46.35334776207189,-7.28583859910259e-16,1.0000000000000016,0.8093816052153102,0.0012898733902490331,0.9531753962633769,0.7386055554131529,0.4732627710628194,,0.2928763734690062,0.20460898513195278,,0.27252998055851657,87.324349123787,,82.97998300843044,0.006490486754067548,1.1391911835398851,0.8074453528531125,0.009131351055879495,1.0783676169762864,0.7316602261238522,45.41109403896601,,47.76822268951174,0.1835484144231852,,0.2650862449264311,87.57672043820213,,83.31462466699215,-0.01748618225910829,0.988840511445799,0.8171776681149655,-0.009503832126439845,0.939115327413824,0.738452372385917,43.08963105040119,,44.79873447404941,True
