fold,OLS_train,OLS_val,OLS_test,OLS_train_diracc,OLS_val_diracc,OLS_test_diracc,OLS_train_us,OLS_val_us,OLS_test_us,var_train,var_val,var_test,NN_train,NN_val,NN_test,NN_train_diracc,NN_val_diracc,NN_test_diracc,normalized
0,0.43121666014642024,,0.3793696758369923,78.07834069592901,0.0,73.28729893147072,48.72764915914471,0.0,48.347807611611294,0.9644966672096356,0.7690176376344827,0.6595868028901765,0.427465068355127,,0.3803105964674807,78.15976730763018,,73.20461406350977,False
