Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized
OLS,0.0037192798257302665,0.0038063362471724743,0.003654960973460615,99.39783217536967,99.80774613298424,99.77260414275068,False
NN,1.713720212788946e-06,4.042240679675826e-07,2.396340261959192e-07,99.99279029367536,99.9927215381816,100.0,False
