Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized
OLS,0.8362962965844188,0.865974737395726,0.8309185095279522,66.19478395105769,67.61804237752848,68.0883372447018,False
NN,0.8376902283330736,0.868339781210627,0.8296005980996178,66.70461314105502,68.62555247103013,68.68288096330129,False
