Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized,Train MSE Std,Val MSE Std,Test MSE Std,Train DirAcc Std,Val DirAcc Std,Test DirAcc Std
OLS,0.0037192798257302665,0.0038063362471724743,0.003654960973460615,99.39783217536967,99.80774613298424,99.77260414275068,False,0.009336246916306247,0.017427846856601183,0.016735047987949073,2.279145994220657,0.7682167178973331,0.8496099257925779
NN,0.0037192783142944315,0.003806333056294265,0.003654957704196839,97.72994489896865,98.37460830098107,98.60901946113223,False,0.009336333610086924,0.017427830990869753,0.01673508625298969,7.331347456856316,6.283986073304972,5.920023887131814
