fold,OLS_train,OLS_val,OLS_test,OLS_train_diracc,OLS_val_diracc,OLS_test_diracc,NN_train,NN_val,NN_test,NN_train_diracc,NN_val_diracc,NN_test_diracc,normalized
0,1.6910695146332862e-06,3.976673451017073e-07,2.3487375807558547e-07,99.99279029367537,99.9927215381816,100.0,1.6910254316826467e-06,3.960531955726765e-07,2.338424138770279e-07,99.99279379844666,99.99271631240843,100.0,False
1,1.2056637395044098e-06,2.1738846160340202e-07,2.3272997102024953e-07,99.99244308267268,100.0,99.99603740687905,1.2052015563313034e-06,2.170451551819497e-07,2.3223797995797213e-07,99.99244213104248,100.0,99.99603629112244,False
2,8.113165103589101e-07,1.8049783576006221e-07,1.0410550587330997e-07,99.99553738470148,99.99656868351823,100.0,8.23978098196676e-07,1.971155825231108e-07,1.207857849294669e-07,99.99622106552124,99.99656677246094,100.0,False
3,1.4685756026548733e-07,8.800832775589277e-08,4.0801494999659696e-07,99.99644872491467,100.0,100.0,1.5276087594884302e-07,9.440286419248879e-08,4.1300356201645627e-07,99.9964475631714,100.0,100.0,False
4,1.0229793522092308e-07,2.775508708419513e-07,1.0297993978216946e-05,99.99894370660395,100.0,100.0,1.0571520903113196e-07,2.816812241235312e-07,1.0305851901648566e-05,99.99894499778748,100.0,100.0,False
5,1.727442904461594e-07,9.265032812431505e-06,2.4706645029840805e-07,99.99898509785348,100.0,99.99837022067211,1.8068529072934325e-07,9.284364750783425e-06,2.531984364395612e-07,95.69275379180908,99.89558458328248,99.50780868530272,False
6,7.226089860173027e-06,1.3692209234462995e-06,0.07669268567583547,99.63108877976984,99.90222638665391,99.36160057276958,6.931500138307456e-06,1.5282829508578288e-06,0.0766928493976593,98.75242710113524,99.86454844474792,99.09510612487792,False
7,8.846160164042691e-06,0.07986768129805574,2.7396933495300606e-07,99.91640435854814,99.8715904148458,99.95331417485399,8.464919119433034e-06,0.0798676088452339,2.7799418944596255e-07,99.8112678527832,99.53917264938354,99.86513257026672,False
8,0.02537194716058454,5.969942146358089e-07,5.496759825464805e-07,99.91284930164338,99.99656715222392,99.9973860309494,0.0253720581531524,3.1404107403432135e-07,2.136473682412543e-07,99.9983549118042,99.99771118164062,100.0,False
9,0.025162623945109704,4.990764836392284e-07,4.87818380724615e-07,98.53444478882889,99.79956204886979,99.88208811233787,0.0251627191901206,4.951825758325867e-07,4.850276127399411e-07,99.99967217445374,100.0,100.0,False
10,0.027511999093852255,6.590060026732049e-07,6.564553147896798e-07,89.55041790480404,96.46279978197676,96.1146317935944,0.0275123938918113,6.451959393416473e-07,6.384169637385639e-07,99.99999403953552,100.0,100.0,False
11,1.062167777526982e-07,4.758181388816152e-08,4.4845439661733414e-05,100.0,100.0,100.0,1.2019894768400266e-07,6.20023357100763e-08,4.4849381083622575e-05,100.0,100.0,100.0,False
12,6.053812377820229e-08,4.9215622242060987e-05,5.98111558621475e-08,100.0,100.0,100.0,7.289376213748255e-08,4.923978485749103e-05,7.042777383503562e-08,67.10832715034485,71.31972908973694,72.7921187877655,False
13,1.2354335956773843e-05,6.395821341479049e-08,4.914885152768287e-08,99.99965529603176,100.0,100.0,1.2374308425933124e-05,8.212889213154996e-08,6.0560921610886e-08,100.0,100.0,100.0,False
14,1.2083802426819687e-05,5.323513869476355e-08,1.1961395144593377e-07,99.99966360434489,100.0,100.0,1.2116246580262668e-05,6.690031284506405e-08,1.5658322638500977e-07,100.0,100.0,100.0,False
15,1.2045593127339787e-05,1.1947320827185132e-07,7.453718417585511e-08,100.0,100.0,100.0,1.206226534122834e-05,1.3837102130764833e-07,8.241028126576566e-08,100.0,100.0,99.99999403953552,False
16,8.108493725986637e-08,7.414638024968927e-08,3.571046574982602e-07,100.0,100.0,100.0,8.77569661383859e-08,7.947936353502882e-08,3.793557823428273e-07,90.98986387252808,95.26187181472778,99.53424334526062,False
17,7.009416203396155e-08,3.2709178970658867e-07,1.410497041130407e-07,100.0,100.0,100.0,7.15018444452653e-08,3.379857957952481e-07,1.4249948776523524e-07,100.0,100.0,100.0,False
18,3.7556947954032945e-07,3.2620149799393946e-07,2.5413085760757583e-07,99.91709699651408,99.97449083710869,99.98541537025514,3.380311852652085e-07,3.2364718549615645e-07,2.3498817824929574e-07,99.999338388443,99.99999403953552,100.0,False
19,4.4865427499376836e-07,2.574642757400653e-07,1.2419611843456601e-06,99.92601187173149,99.9863235840025,99.9504822819415,4.203556898119132e-07,2.574813322553382e-07,1.2630131323021487e-06,100.0,100.0,99.9989688396454,False
20,4.780519481477844e-07,1.3446747283006758e-06,8.592660026500611e-07,99.99169449012474,99.97981836528758,99.98536103351103,4.540206361980381e-07,1.3441905366562423e-06,8.491643939123605e-07,99.99999403953552,99.99887943267822,100.0,False
