Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,Train US,Val US,Test US,Alpha Train,Beta Train,Calib R2 Train,Alpha,Beta,Calib R2 Test,normalized,Train MSE Std,Val MSE Std,Test MSE Std,Train DirAcc Std,Val DirAcc Std,Test DirAcc Std,Train US Std,Val US Std,Test US Std,Alpha Train Std,Beta Train Std,Calib R2 Train Std,Alpha Std,Beta Std,Calib R2 Test Std
OLS,0.44708983950557746,,0.5751626232888088,77.51398660324851,,72.99108526102391,48.72764915914471,,48.347807611611294,-2.185751579730777e-16,1.0000000000000013,0.5529101604944227,-0.0016089462437426025,0.9638471531305495,0.42546014269818055,True,,,,,,,,,,,,,,,
NN,0.44547975839819304,,0.5739597750057974,77.57004653323472,,73.03499499818518,48.63613699929183,,48.6217123026939,-0.0022847680083481377,1.015589347910923,0.5546559930309299,0.0010717974204347384,0.9797573307300997,0.4262222426431995,True,,,,,,,,,,,,,,,
