fold,OLS_train,OLS_val,OLS_test,OLS_train_diracc,OLS_val_diracc,OLS_test_diracc,OLS_train_us,OLS_val_us,OLS_test_us,var_train,var_val,var_test,NN_train,NN_val,NN_test,NN_train_diracc,NN_val_diracc,NN_test_diracc,normalized
0,0.5868893729736804,0.5791315451916071,0.5346440461699229,73.62733419769744,74.74112394585785,71.78056463387672,48.98895740714183,47.06314222946638,48.61161884039254,0.9999999999999998,0.9125884280472861,0.8440936627604814,0.585938087457591,0.5790308923735168,0.538694868282396,73.66733298797793,74.90383388845582,71.77509210269972,False
