Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized
OLS,0.5868893729736804,0.5791315451916071,0.5346440461699229,73.62733419769744,74.74112394585785,71.78056463387672,False
NN,0.585938087457591,0.5790308923735168,0.538694868282396,73.66733298797793,74.90383388845582,71.77509210269972,False
