Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized,Train MSE Std,Val MSE Std,Test MSE Std,Train DirAcc Std,Val DirAcc Std,Test DirAcc Std
OLS,0.7789605201960809,0.8023589195371023,0.7683252265862158,66.15781832127986,67.88075851139406,64.94526485218117,False,,,,,,
NN,0.7787046900136205,0.8070118879873223,0.7718092439078321,66.07084155161078,67.82337832668452,64.68249735778073,False,,,,,,
