fold,OLS_train,OLS_val,OLS_test,OLS_train_diracc,OLS_val_diracc,OLS_test_diracc,OLS_train_us,OLS_val_us,OLS_test_us,var_train,var_val,var_test,NN_train,NN_val,NN_test,NN_train_diracc,NN_val_diracc,NN_test_diracc,normalized
0,0.5220471394435232,0.5143164796300392,0.4674543317234256,75.82129503152724,76.13641339363346,72.68649633360378,48.942931441771364,47.29869203775638,48.55295990692405,1.0,0.8593536344452825,0.7780556368272538,,,,,,,False
