Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized,Train MSE Std,Val MSE Std,Test MSE Std,Train DirAcc Std,Val DirAcc Std,Test DirAcc Std
OLS,0.5220471394435232,0.5143164796300391,0.46745433172342565,75.82129503152724,76.13641339363346,72.68649633360378,False,,,,,,
NN,0.5288695998992907,0.5176249526040124,0.4726000526198005,75.67823694340782,76.17436160475062,72.54967622430078,False,,,,,,
