trial,fold,tr_loss,val_loss,test_loss,tr_mae,val_mae,test_mae,tr_directional_accuracy_pct,val_directional_accuracy_pct,test_directional_accuracy_pct,tr_undershooting_pct,val_undershooting_pct,test_undershooting_pct,seconds,model_path
5,0,0.5313902067700974,0.5200041073901466,0.4373384016043218,0.5643703177753471,0.5613506095559554,0.5176967296347569,76.16774493022716,75.0153451061458,70.32764100248762,0.0002941637293173088,-0.0006815978936063962,0.00032080436721874836,150.6465699672699,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_219_lstm_100_sgd_v3/trial_000_005/fold_000/model_best.pt
