Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized
OLS,0.0037192798257302665,0.0038063362471724743,0.003654960973460615,99.39783217536967,99.80774613298424,99.77260414275068,False
NN,0.0037193968766006517,0.003806309868090737,0.0036549549974693816,98.88540421213422,97.87928802626473,96.81941185678754,False
