fold,OLS_train,OLS_val,OLS_test,OLS_train_diracc,OLS_val_diracc,OLS_test_diracc,NN_train,NN_val,NN_test,NN_train_diracc,NN_val_diracc,NN_test_diracc,normalized
0,1.691069514633286e-06,3.976673451017073e-07,2.3487375807558542e-07,99.99279029367537,99.9927215381816,100.0,1.7544248294143472e-06,4.238409019308165e-07,2.5775545964279445e-07,97.94592261314392,88.73414993286133,80.90384602546692,False
1,1.2056637395044098e-06,2.1738846160340202e-07,2.3272997102024953e-07,99.99244308267268,100.0,99.99603740687905,1.2316859283600934e-06,2.352240926484228e-07,2.521350381812226e-07,89.80125188827515,69.48195695877075,63.577163219451904,False
2,8.113165103589101e-07,1.8049783576006227e-07,1.0410550587330994e-07,99.99553738470148,99.99656868351823,100.0,8.262845199169533e-07,1.867901460173016e-07,1.107090170648917e-07,99.86474514007568,99.80441331863403,99.53436255455016,False
3,1.4685756026548733e-07,8.800832775589277e-08,4.0801494999659696e-07,99.99644872491467,100.0,100.0,1.7876379843073664e-07,1.2015100026019354e-07,4.417113643739867e-07,99.9964475631714,100.0,100.0,False
4,1.0229793522092308e-07,2.7755087084195136e-07,1.0297993978216946e-05,99.99894370660395,100.0,100.0,1.2230346158048633e-07,3.265195118729025e-07,1.0461452802701388e-05,99.99894499778748,100.0,100.0,False
5,1.7274429044615938e-07,9.265032812431505e-06,2.470664502984081e-07,99.99898509785348,100.0,99.99837022067211,1.932794475578703e-07,9.429427336726803e-06,2.996140437971917e-07,99.99898672103882,100.0,99.99837279319765,False
6,7.226089860173027e-06,1.3692209234462995e-06,0.07669268567583547,99.63108877976984,99.90222638665391,99.36160057276958,7.290379016922088e-06,1.3787155239697313e-06,0.0766929984092712,88.98817896842957,97.44566679000854,89.19494152069092,False
7,8.846160164042691e-06,0.07986768129805574,2.7396933495300606e-07,99.91640435854814,99.8715904148458,99.95331417485399,8.860772140906192e-06,0.0798675119876861,2.741950879681099e-07,99.9996781349182,99.99999403953552,100.0,False
8,0.02537194716058454,5.969942146358125e-07,5.496759825464845e-07,99.91284930164338,99.99656715222392,99.9973860309494,0.0253725443035364,4.559955470995192e-07,3.981279519393866e-07,99.99967217445374,100.0,100.0,False
9,0.025162623945109704,4.990764836392312e-07,4.878183807246181e-07,98.53444478882889,99.79956204886979,99.88208811233787,0.025163086131215,1.7198770763116045e-07,9.728002936526536e-08,99.99967217445374,100.0,100.0,False
10,0.027511999093852255,6.590060026732089e-07,6.564553147896837e-07,89.55041790480404,96.46279978197676,96.1146317935944,0.0275124572217464,9.781524568097667e-08,8.835639420112784e-08,99.99999403953552,100.0,100.0,False
11,1.0621677775269823e-07,4.7581813888161504e-08,4.4845439661733414e-05,100.0,100.0,100.0,1.513074039394269e-07,1.034987278103472e-07,4.487629485083744e-05,100.0,100.0,100.0,False
12,6.053812377820229e-08,4.9215622242060987e-05,5.98111558621475e-08,100.0,100.0,100.0,8.224252923128007e-08,4.922479638480581e-05,7.88136560458952e-08,100.0,100.0,100.0,False
13,1.2354335956773843e-05,6.395821341479049e-08,4.914885152768287e-08,99.99965529603176,100.0,100.0,1.2363762834866066e-05,7.185104777818196e-08,5.752434262262796e-08,100.0,100.0,100.0,False
14,1.2083802426819687e-05,5.323513869476355e-08,1.1961395144593377e-07,99.99966360434489,100.0,100.0,1.2100593266950456e-05,6.22237479319665e-08,1.3566376821927406e-07,100.0,100.0,100.0,False
15,1.2045593127339787e-05,1.1947320827185135e-07,7.453718417585511e-08,100.0,100.0,100.0,1.2063612302881666e-05,1.4061167519230366e-07,8.348167312988154e-08,100.0,100.0,99.99999403953552,False
16,8.108493725986637e-08,7.414638024968927e-08,3.571046574982602e-07,100.0,100.0,100.0,9.432783798501988e-08,8.265938333806845e-08,4.519143033121509e-07,100.0,99.99999403953552,100.0,False
17,7.009416203396155e-08,3.270917897065887e-07,1.410497041130407e-07,100.0,100.0,100.0,8.158473008279543e-08,3.850476844036166e-07,1.5469660752387426e-07,100.0,100.0,100.0,False
18,3.7556947954032945e-07,3.262014979939394e-07,2.5413085760757583e-07,99.91709699651408,99.97449083710869,99.98541537025514,5.511870426744281e-07,4.0270634826811147e-07,2.989129654906719e-07,100.0,99.99999403953552,100.0,False
19,4.4865427499376836e-07,2.574642757400653e-07,1.2419611843456601e-06,99.92601187173149,99.9863235840025,99.9504822819415,6.578410420843284e-07,3.192144504282624e-07,1.3685850035471958e-06,100.0,100.0,99.9989688396454,False
20,4.780519481477844e-07,1.3446747283006758e-06,8.592660026500611e-07,99.99169449012474,99.97981836528758,99.98536103351103,6.423999820981408e-07,1.3761657555733109e-06,8.693132258486003e-07,99.99999403953552,99.99887943267822,100.0,False
