Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,Train US,Val US,Test US,Alpha Train,Beta Train,Calib R2 Train,Alpha,Beta,Calib R2 Test,normalized
OLS,0.5010687151114831,,0.5909654026082622,75.53729172101129,,77.65874817620667,48.68658131189406,,48.46678238602807,8.016900635407102e-17,1.0,0.49893128488851685,-0.01010559341263513,0.9736142378723608,0.4118462780747518,True
NN,0.49878490562283107,,0.5908140448990244,75.60048801984172,,77.72690910403554,48.771333811737065,,48.67559393600403,-0.0006411849311458565,1.011278998069255,0.5032231930273772,-0.0055448379880551485,0.9987700890432482,0.4130959785667261,True
