Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized
OLS,0.0037192798257302665,0.0038063362471724743,0.003654960973460615,99.39783217536967,99.80774613298424,99.77260414275068,False
NN,0.0037194762070425543,0.0038063892713615733,0.0036549245947835505,97.93310193788437,96.79905956699734,97.0764601514453,False
