Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized,Train MSE Std,Val MSE Std,Test MSE Std,Train DirAcc Std,Val DirAcc Std,Test DirAcc Std
OLS,0.433917103533884,0.4239456972462184,0.379813167777574,78.17238678232616,77.73407460190914,73.2745509432626,False,,,,,,
NN,0.4304599873943329,0.4230860090070538,0.3796290377173233,78.27462357480634,77.8940517429924,73.28747598686249,False,,,,,,
