Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized
OLS,0.8920450611950569,1.3878349941083818,1.5978368448516058,99.39783217536967,99.80774613298424,99.77260414275068,True
NN,716851178101418.8,1163332546234183.2,1180651480726062.0,4.763101990697361,4.762419890548266,4.762220190076776,True
