Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized,Train MSE Std,Val MSE Std,Test MSE Std,Train DirAcc Std,Val DirAcc Std,Test DirAcc Std
OLS,0.8920450611950569,1.3878349941083818,1.5978368448516058,99.39783217536967,99.80774613298424,99.77260414275068,True,0.08727823539804114,1.641075075544029,2.0284103548722587,2.279145994220657,0.7682167178973331,0.8496099257925779
NN,716851178101418.8,1163332546234183.2,1180651480726062.0,4.763101990697361,4.762419890548266,4.762220190076776,True,796459072924848.2,844904177983491.5,803841060873272.1,21.821514826394747,21.821438889025906,21.821716769663524
