trial,fold,tr_loss,val_loss,test_loss,tr_mae,val_mae,test_mae,tr_directional_accuracy_pct,val_directional_accuracy_pct,test_directional_accuracy_pct,tr_undershooting_pct,val_undershooting_pct,test_undershooting_pct,seconds,model_path
-1,0,0.4942085468817715,nan,0.4577724140241552,0.5503507522499533,nan,0.5288101540006191,77.01604167042808,nan,88.21968208950933,-0.0001678358191954157,nan,-0.0009535564423374974,255.2573401927948,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_023_cnn_40_search/trial_search_best/fold_000/model_best.pt
-1,1,0.4557688145537342,nan,0.4461663872093815,0.5276235704779865,nan,0.521557022836782,78.40786148134514,nan,83.73232508343139,0.00018804907274851368,nan,-3.9002867426506434e-05,264.0361363887787,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_023_cnn_40_search/trial_search_best/fold_001/model_best.pt
-1,2,0.4572071948019987,nan,0.42656331491711535,0.5282146923717622,nan,0.5077420324230231,77.4426942122835,nan,79.51095548938399,0.0006722524498714692,nan,-3.0367068866796372e-05,261.99572801589966,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_023_cnn_40_search/trial_search_best/fold_002/model_best.pt
-1,3,0.571908969060929,nan,0.628995203991038,0.5904095214209591,nan,0.6197837727218354,74.01225828379525,nan,73.60373017327387,-0.00033454011976029975,nan,0.00036668558892397307,315.25124406814575,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_023_cnn_40_search/trial_search_best/fold_003/model_best.pt
-1,4,0.607704260235376,nan,0.5455236507728252,0.6104557885316267,nan,0.5801659579669318,73.18525815108958,nan,86.14787089095266,-0.0007482114135642088,nan,0.0006064269700748662,259.36247205734253,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_023_cnn_40_search/trial_search_best/fold_004/model_best.pt
-1,0,0.4936636894570597,nan,0.457506202652811,0.5499601063675041,nan,0.5288764704999509,76.99437593659162,nan,88.17848211633722,-0.0005060740989985898,nan,-0.001139408954837871,310.50676012039185,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_023_cnn_40_search/trial_search_best/fold_000/model_best.pt
-1,1,0.4690894590210189,nan,0.44729920683280283,0.5355882929911785,nan,0.5216422923845343,78.00809851093344,nan,83.80369991705086,0.0014022447096012673,nan,0.00047486813470499047,259.18291687965393,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_023_cnn_40_search/trial_search_best/fold_001/model_best.pt
-1,2,0.4561979144156539,nan,0.42434019435943515,0.527495278128081,nan,0.506125829489435,77.51148356449842,nan,79.60697969912414,0.0006471695942487565,nan,6.39995471433492e-05,261.0886209011078,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_023_cnn_40_search/trial_search_best/fold_002/model_best.pt
-1,3,0.5715666763470777,nan,0.6286560854501988,0.5901760364741129,nan,0.6194693968660283,74.03701794625353,nan,73.66379573636308,-0.0002729136280553783,nan,0.00043184868570399643,258.2057480812073,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_023_cnn_40_search/trial_search_best/fold_003/model_best.pt
-1,4,0.6007644192000767,nan,0.5490674270697958,0.6067253677011294,nan,0.582430130656547,73.32685760931774,nan,86.07896261726152,-0.000640694663701533,nan,0.0005889284146441989,256.03375267982483,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_023_cnn_40_search/trial_search_best/fold_004/model_best.pt
-1,5,0.5628447389785654,nan,0.4534788309663833,0.5862047280081474,nan,0.5313197448197765,75.90890197101953,nan,84.27563587536733,-0.0006094833144352335,nan,-0.0016641095422509993,250.13160276412964,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_023_cnn_40_search/trial_search_best/fold_005/model_best.pt
-1,6,0.3412212840577465,nan,0.3262105324376138,0.45446210340516785,nan,0.43890376346977583,79.98146866418094,nan,76.73186047181495,-0.0003187913084895696,nan,-0.0008258735562085984,271.2700915336609,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_023_cnn_40_search/trial_search_best/fold_006/model_best.pt
-1,7,0.34665571607282253,nan,0.3249769570310345,0.4581240603959562,nan,0.44621658949293086,80.9909335094279,nan,80.67374020531759,-0.0006047987407415536,nan,-0.0005389787256361267,259.66071128845215,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_023_cnn_40_search/trial_search_best/fold_007/model_best.pt
-1,8,0.33423251126636616,nan,0.329964739782388,0.450108384849713,nan,0.44703320159565324,80.96041430508323,nan,87.45917763220717,-0.0004048322126166999,nan,-0.0007755684013870847,260.2060213088989,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_023_cnn_40_search/trial_search_best/fold_008/model_best.pt
-1,9,0.43162569796483746,nan,0.4508607148379616,0.5110036981488935,nan,0.5223442858306033,78.76787484071924,nan,83.62836944651991,1.2513786714150078e-05,nan,-0.0005313812619249357,316.3925631046295,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_023_cnn_40_search/trial_search_best/fold_009/model_best.pt
-1,10,0.5156840497349776,nan,0.5375471486747502,0.5593013936259804,nan,0.5747031944910789,75.87171896230575,nan,79.29280859565438,-0.0005870827602397897,nan,-0.0009606271280516113,301.3053205013275,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_023_cnn_40_search/trial_search_best/fold_010/model_best.pt
