Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized
OLS,0.0037192798257302665,0.0038063362471724743,0.003654960973460615,99.39783217536967,99.80774613298424,99.77260414275068,False
NN,0.0037193402259335755,0.0038062978093784403,0.0036549264143256096,99.9986759354809,99.99938812117296,99.99968457182976,False
