Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized,Train MSE Std,Val MSE Std,Test MSE Std,Train DirAcc Std,Val DirAcc Std,Test DirAcc Std
OLS,0.0037192798257302665,0.0038063362471724743,0.003654960973460615,99.39783217536967,99.80774613298424,99.77260414275068,False,0.009336246916306247,0.017427846856601183,0.016735047987949073,2.279145994220657,0.7682167178973331,0.8496099257925779
NN,0.0037193402259335755,0.0038062978093784403,0.0036549264143256096,99.9986759354809,99.99938812117296,99.99968457182976,False,0.009336423284818192,0.017427806713338784,0.016735051138091053,0.0023313002518858205,0.0017202036933868803,0.0009309449333591598
