fold,OLS_train,OLS_val,OLS_test,OLS_train_diracc,OLS_val_diracc,OLS_test_diracc,OLS_train_us,OLS_val_us,OLS_test_us,OLS_alpha_train,OLS_beta_train,OLS_r2_train,OLS_alpha,OLS_beta,OLS_r2_test,var_train,var_val,var_test,LASSO_train,LASSO_val,LASSO_test,LASSO_train_diracc,LASSO_val_diracc,LASSO_test_diracc,LASSO_alpha_train,LASSO_beta_train,LASSO_r2_train,LASSO_alpha,LASSO_beta,LASSO_r2_test,LASSO_train_us,LASSO_val_us,LASSO_test_us,NN_train,NN_val,NN_test,NN_train_diracc,NN_val_diracc,NN_test_diracc,NN_alpha_train,NN_beta_train,NN_r2_train,NN_alpha,NN_beta,NN_r2_test,NN_train_us,NN_val_us,NN_test_us,normalized
0,0.10792302273829979,,0.16378089820903535,90.25107767325387,,86.73836916536293,46.47871947204414,,46.89831596508155,-4.0939474033052647e-16,1.0,0.8920769772617002,0.0009132479170066467,0.9721186627124403,0.8369076268089659,0.476516812617167,,0.28092746506853356,0.1215875841536526,,0.17478813692254236,90.0903997121309,,86.53713833226342,0.004379100578602309,1.1278023113668518,0.8898391724384737,0.0073033609641222595,1.0901262089849524,0.8311790282075,46.60111280013904,,48.704588524268786,0.10191331854872716,,0.16289003238013566,90.56587331311395,,86.90346685937675,0.01103234786635695,1.0070295697934333,0.8983714470136439,0.01623837520820223,0.9844449938856302,0.8382376452699614,48.33390858197538,,49.63174949740341,True
