Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized
OLS,0.8404733674824857,0.9003971382795775,0.864684871797473,65.49229006138795,66.70931661962739,66.08011706271581,False
NN,0.8106024644103083,0.9319544656231312,0.8915687280975862,66.84563821595911,66.6992684192722,66.44439753782392,False
