fold,OLS_train,OLS_val,OLS_test,OLS_train_diracc,OLS_val_diracc,OLS_test_diracc,NN_train,NN_val,NN_test,NN_train_diracc,NN_val_diracc,NN_test_diracc,normalized
0,1.6910695146332862e-06,3.976673451017073e-07,2.3487375807558547e-07,99.99279029367537,99.9927215381816,100.0,1.7007781707434333e-06,4.207462609429058e-07,2.6365415806139936e-07,99.99279379844666,99.99271631240843,100.0,False
1,1.2056637395044098e-06,2.1738846160340202e-07,2.3272997102024953e-07,99.99244308267268,100.0,99.99603740687905,1.2487628282542571e-06,2.659619156020199e-07,2.798899743083894e-07,99.99244213104248,100.0,99.99603629112244,False
2,8.113165103589101e-07,1.8049783576006221e-07,1.0410550587330997e-07,99.99553738470148,99.99656868351823,100.0,8.921708740672329e-07,2.328933277340184e-07,1.591736804584798e-07,50.10486841201782,29.21423017978668,31.9646030664444,False
3,1.4685756026548733e-07,8.800832775589277e-08,4.0801494999659696e-07,99.99644872491467,100.0,100.0,1.694636182492104e-07,1.0921784365791609e-07,4.40062422057963e-07,99.9964475631714,100.0,100.0,False
4,1.0229793522092308e-07,2.775508708419513e-07,1.0297993978216946e-05,99.99894370660395,100.0,100.0,1.4640500012319538e-07,3.136497070954647e-07,1.036666890286142e-05,99.99894499778748,100.0,100.0,False
5,1.727442904461594e-07,9.265032812431505e-06,2.4706645029840805e-07,99.99898509785348,100.0,99.99837022067211,2.0511546949819606e-07,9.483272151555866e-06,3.325381499053037e-07,99.99898672103882,100.0,99.99837279319765,False
6,7.226089860173027e-06,1.3692209234462995e-06,0.07669268567583547,99.63108877976984,99.90222638665391,99.36160057276958,7.143802122300258e-06,1.4250255162551184e-06,0.0766921564936637,100.0,99.99898672103882,100.0,False
7,8.846160164042691e-06,0.07986768129805574,2.7396933495300606e-07,99.91640435854814,99.8715904148458,99.95331417485399,8.726701707928441e-06,0.0798677578568458,2.654487332165445e-07,99.9996781349182,99.99999403953552,100.0,False
8,0.02537194716058454,5.969942146358089e-07,5.496759825464805e-07,99.91284930164338,99.99656715222392,99.9973860309494,0.0253725852817296,4.2628556684576324e-07,3.532850030296686e-07,99.99967217445374,100.0,100.0,False
9,0.025162623945109704,4.990764836392284e-07,4.87818380724615e-07,98.53444478882889,99.79956204886979,99.88208811233787,0.0251627136021852,4.912131998935365e-07,4.806557853953564e-07,99.99967217445374,100.0,100.0,False
10,0.027511999093852255,6.590060026732049e-07,6.564553147896798e-07,89.55041790480404,96.46279978197676,96.1146317935944,0.0275125745683908,8.01133239747287e-08,7.005048985320174e-08,99.99999403953552,100.0,100.0,False
11,1.062167777526982e-07,4.758181388816152e-08,4.4845439661733414e-05,100.0,100.0,100.0,1.383229459861468e-07,8.573270093847897e-08,4.4864766095997766e-05,100.0,100.0,100.0,False
12,6.053812377820229e-08,4.9215622242060987e-05,5.98111558621475e-08,100.0,100.0,100.0,7.815004465783204e-08,4.924211316392757e-05,7.744640839746354e-08,100.0,100.0,100.0,False
13,1.2354335956773843e-05,6.395821341479049e-08,4.914885152768287e-08,99.99965529603176,100.0,100.0,1.2364248505036812e-05,7.222959652608553e-08,5.50148868683209e-08,100.0,100.0,100.0,False
14,1.2083802426819687e-05,5.323513869476355e-08,1.1961395144593377e-07,99.99966360434489,100.0,100.0,1.2103860171919225e-05,7.192028306235444e-08,1.3584539715338908e-07,100.0,100.0,100.0,False
15,1.2045593127339787e-05,1.1947320827185132e-07,7.453718417585511e-08,100.0,100.0,100.0,1.2065946975781117e-05,1.440473624825245e-07,8.548024510446339e-08,100.0,100.0,99.99999403953552,False
16,8.108493725986637e-08,7.414638024968927e-08,3.571046574982602e-07,100.0,100.0,100.0,1.0161668484442998e-07,9.045274396157765e-08,4.139777445288928e-07,100.0,99.99999403953552,100.0,False
17,7.009416203396155e-08,3.2709178970658867e-07,1.410497041130407e-07,100.0,100.0,100.0,8.319649680288421e-08,3.7786031725772773e-07,1.548530264017245e-07,100.0,100.0,100.0,False
18,3.7556947954032945e-07,3.2620149799393946e-07,2.5413085760757583e-07,99.91709699651408,99.97449083710869,99.98541537025514,3.4483136346352694e-07,3.299983859506028e-07,2.3962974182722974e-07,100.0,99.99999403953552,100.0,False
19,4.4865427499376836e-07,2.574642757400653e-07,1.2419611843456601e-06,99.92601187173149,99.9863235840025,99.9504822819415,4.2078048068106e-07,2.495603155239224e-07,1.2473066135498811e-06,100.0,100.0,99.9989688396454,False
20,4.780519481477844e-07,1.3446747283006758e-06,8.592660026500611e-07,99.99169449012474,99.97981836528758,99.98536103351103,4.726110773844994e-07,1.346018962067319e-06,8.473379580209439e-07,99.99999403953552,99.99887943267822,100.0,False
