Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized
OLS,0.5220471394435232,0.5143164796300391,0.46745433172342565,75.82129503152724,76.13641339363346,72.68649633360378,False
NN,0.5137955351453549,0.5160383800097952,0.4687606307064281,75.98366959245874,76.18457843082062,72.69836045496992,False
