==================== Running GPU test ====================
TF: 2.16.1
Visible GPUs: [PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU'), PhysicalDevice(name='/physical_device:GPU:1', device_type='GPU')]
Built with CUDA?: True
OrderedDict({'cpu_compiler': '/usr/lib/llvm-17/bin/clang', 'cuda_compute_capabilities': ['sm_50', 'sm_60', 'sm_70', 'sm_80', 'compute_90'], 'cuda_version': '12.3', 'cudnn_version': '8', 'is_cuda_build': True, 'is_rocm_build': False, 'is_tensorrt_build': True})
libcuda.so.1 is loadable ✅




===== Processing Fold 0 =====


--- Tuning hyperparameters for Fold 0 ---


Fold: 0 | n_neurons: 16 | learning_rate: 0.01
Epoch 001 | loss=0.001180624822 | val_loss=nan | duration=10.37s | end_time=1760157724.47s
Epoch 002 | loss=0.001143973088 | val_loss=nan | duration=6.45s | end_time=1760157730.92s
Epoch 003 | loss=0.001143972739 | val_loss=nan | duration=7.08s | end_time=1760157738.01s
Epoch 004 | loss=0.001143972273 | val_loss=nan | duration=6.67s | end_time=1760157744.68s
Epoch 005 | loss=0.001143971924 | val_loss=nan | duration=7.07s | end_time=1760157751.75s
Epoch 006 | loss=0.001143973204 | val_loss=nan | duration=7.22s | end_time=1760157758.97s
Epoch 007 | loss=0.001143972389 | val_loss=nan | duration=7.17s | end_time=1760157766.15s
Epoch 008 | loss=0.001143972157 | val_loss=nan | duration=7.03s | end_time=1760157773.18s
Epoch 009 | loss=0.001143972040 | val_loss=nan | duration=6.61s | end_time=1760157779.79s
Epoch 010 | loss=0.001143972739 | val_loss=nan | duration=6.67s | end_time=1760157786.46s
Epoch 011 | loss=0.001143972622 | val_loss=nan | duration=7.34s | end_time=1760157793.80s
Epoch 012 | loss=0.001143972389 | val_loss=nan | duration=6.79s | end_time=1760157800.59s
Epoch 013 | loss=0.001143972855 | val_loss=nan | duration=6.40s | end_time=1760157806.99s
Epoch 014 | loss=0.001143973088 | val_loss=nan | duration=7.66s | end_time=1760157814.64s
