Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized,Train MSE Std,Val MSE Std,Test MSE Std,Train DirAcc Std,Val DirAcc Std,Test DirAcc Std
OLS,0.5055898342286556,0.49528365744428704,0.49247467710342624,75.3846727751107,77.451571940486,78.52001288651472,False,0.08320490022944602,0.09874407963000653,0.09630982674677213,2.6805217036041715,4.491699414155627,5.679659173458555
NN,0.4962505910765313,0.4962501101374428,0.494954092066292,75.63329649680702,77.46424087208456,78.56189319693028,False,0.08715887472038548,0.0973327207540559,0.0963695408096621,2.724044324161241,4.500593051488087,5.653501182791609
