Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized
OLS,0.5055898342286556,0.49528365744428704,0.49247467710342624,75.3846727751107,77.451571940486,78.52001288651472,False
NN,0.4962505910765313,0.4962501101374428,0.494954092066292,75.63329649680702,77.46424087208456,78.56189319693028,False
