fold,OLS_train,OLS_val,OLS_test,OLS_train_diracc,OLS_val_diracc,OLS_test_diracc,NN_train,NN_val,NN_test,NN_train_diracc,NN_val_diracc,NN_test_diracc,normalized
0,1.691069514633286e-06,3.976673451017073e-07,2.3487375807558542e-07,99.99279029367537,99.9927215381816,100.0,1.7163135908049298e-06,3.972745048486104e-07,2.362196624972057e-07,99.99279379844666,99.99271631240843,100.0,False
1,1.2056637395044098e-06,2.1738846160340202e-07,2.3272997102024953e-07,99.99244308267268,100.0,99.99603740687905,1.2358599406070423e-06,2.251991446655666e-07,2.422428622139705e-07,97.47220873832704,89.51709270477295,85.6144666671753,False
2,8.113165103589101e-07,1.8049783576006227e-07,1.0410550587330994e-07,99.99553738470148,99.99656868351823,100.0,8.375164952667546e-07,1.8798830581090442e-07,1.1065693428236045e-07,95.82402110099792,90.06176590919495,88.78065347671509,False
3,1.4685756026548733e-07,8.800832775589277e-08,4.0801494999659696e-07,99.99644872491467,100.0,100.0,2.0124203103932814e-07,1.4481611287919804e-07,4.538317170954542e-07,99.9964475631714,100.0,100.0,False
4,1.0229793522092308e-07,2.7755087084195136e-07,1.0297993978216946e-05,99.99894370660395,100.0,100.0,1.1490062234997823e-07,3.046357619496121e-07,1.0404357453808188e-05,99.99894499778748,100.0,100.0,False
5,1.7274429044615938e-07,9.265032812431505e-06,2.470664502984081e-07,99.99898509785348,100.0,99.99837022067211,1.985120832159737e-07,9.380508345202545e-06,2.784167634217738e-07,99.99898672103882,100.0,99.99837279319765,False
6,7.226089860173027e-06,1.3692209234462995e-06,0.07669268567583547,99.63108877976984,99.90222638665391,99.36160057276958,7.3934952524723485e-06,1.3287949514051434e-06,0.0766931250691413,78.3661961555481,94.8241114616394,80.26530742645264,False
7,8.846160164042691e-06,0.07986768129805574,2.7396933495300606e-07,99.91640435854814,99.8715904148458,99.95331417485399,9.353158930025527e-06,0.0798668265342712,4.050185395954031e-07,99.9996781349182,99.99999403953552,100.0,False
8,0.02537194716058454,5.969942146358125e-07,5.496759825464845e-07,99.91284930164338,99.99656715222392,99.9973860309494,0.0253720823675394,3.452908003964694e-07,2.657943980466371e-07,99.99967217445374,100.0,100.0,False
9,0.025162623945109704,4.990764836392312e-07,4.878183807246181e-07,98.53444478882889,99.79956204886979,99.88208811233787,0.0251627229154109,3.641593764314166e-07,3.4135800319745613e-07,99.99967217445374,100.0,100.0,False
10,0.027511999093852255,6.590060026732089e-07,6.564553147896837e-07,89.55041790480404,96.46279978197676,96.1146317935944,0.0275123659521341,5.671769827131357e-07,5.602140618066187e-07,99.99999403953552,100.0,100.0,False
11,1.0621677775269823e-07,4.7581813888161504e-08,4.4845439661733414e-05,100.0,100.0,100.0,1.244538623268454e-07,6.256346551936076e-08,4.48544233222492e-05,100.0,100.0,100.0,False
12,6.053812377820229e-08,4.9215622242060987e-05,5.98111558621475e-08,100.0,100.0,100.0,7.049609251907897e-08,4.9229747673962265e-05,6.912087258115207e-08,100.0,100.0,100.0,False
13,1.2354335956773843e-05,6.395821341479049e-08,4.914885152768287e-08,99.99965529603176,100.0,100.0,1.2364203939796424e-05,7.232542742485748e-08,5.8109190348432094e-08,100.0,100.0,100.0,False
14,1.2083802426819687e-05,5.323513869476355e-08,1.1961395144593377e-07,99.99966360434489,100.0,100.0,1.2100666026526596e-05,6.460195578483764e-08,1.3454190650463718e-07,100.0,100.0,100.0,False
15,1.2045593127339787e-05,1.1947320827185135e-07,7.453718417585511e-08,100.0,100.0,100.0,1.2061297638865652e-05,1.3416098454399616e-07,8.248097316254643e-08,100.0,100.0,99.99999403953552,False
16,8.108493725986637e-08,7.414638024968927e-08,3.571046574982602e-07,100.0,100.0,100.0,9.387812127670261e-08,8.244731475315349e-08,4.505182573666389e-07,100.0,99.99999403953552,100.0,False
17,7.009416203396155e-08,3.270917897065887e-07,1.410497041130407e-07,100.0,100.0,100.0,8.149579144856035e-08,3.9635099824408826e-07,1.565081078069852e-07,100.0,100.0,100.0,False
18,3.7556947954032945e-07,3.262014979939394e-07,2.5413085760757583e-07,99.91709699651408,99.97449083710869,99.98541537025514,4.65325086906887e-07,3.61307087359819e-07,2.6325002977500844e-07,100.0,99.99999403953552,100.0,False
19,4.4865427499376836e-07,2.574642757400653e-07,1.2419611843456601e-06,99.92601187173149,99.9863235840025,99.9504822819415,5.549875368160428e-07,2.840055515207496e-07,1.2933759307998116e-06,51.137566566467285,74.95262622833252,39.42022919654846,False
20,4.780519481477844e-07,1.3446747283006758e-06,8.592660026500611e-07,99.99169449012474,99.97981836528758,99.98536103351103,5.907511990699277e-07,1.37898803131975e-06,8.719416086933052e-07,99.99999403953552,99.99887943267822,100.0,False
