Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized
OLS,0.0037192798257302665,0.0038063362471724743,0.003654960973460615,99.39783217536967,99.80774613298424,99.77260414275068,False
NN,0.0037193625613212286,0.0038062718497637368,0.0036549350038680268,95.12149833079478,95.18047580136336,95.09653288006587,False
