trial,fold,tr_loss,val_loss,test_loss,tr_mae,val_mae,test_mae,tr_directional_accuracy_pct,val_directional_accuracy_pct,test_directional_accuracy_pct,seconds,model_path
0,0,1.6910254316826467e-06,3.960531955726765e-07,2.3384241387702787e-07,0.0004260589194018394,0.00023513942142017186,0.00018444079614710063,99.99279379844666,99.99271631240845,100.0,254.14991807937622,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_007_mlp_40/trial_20251101_121007/fold_000/model_best.pt
0,1,1.2052015563313034e-06,2.1704515518194967e-07,2.3223797995797213e-07,0.00031997650512494147,0.00017264838970731944,0.00015748069563414901,99.99244213104248,100.0,99.99603629112244,231.26017832756042,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_007_mlp_40/trial_20251101_121007/fold_001/model_best.pt
0,2,8.23978098196676e-07,1.971155825231108e-07,1.207857849294669e-07,0.00029727566288784146,0.00021787644072901458,0.00021442753495648503,99.99622106552124,99.99656677246094,100.0,229.93399381637573,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_007_mlp_40/trial_20251101_121007/fold_002/model_best.pt
0,3,1.5276087594884302e-07,9.440286419248878e-08,4.1300356201645627e-07,0.00017819934873841703,0.00016683289140928537,0.0002158848219551146,99.99644756317139,100.0,100.0,228.90695810317993,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_007_mlp_40/trial_20251101_121007/fold_003/model_best.pt
0,4,1.0571520903113196e-07,2.8168122412353114e-07,1.0305851901648566e-05,0.00014540342090185732,0.00018978667503688484,0.0002807129640132189,99.99894499778748,100.0,100.0,224.04723954200745,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_007_mlp_40/trial_20251101_121007/fold_004/model_best.pt
0,5,1.8068529072934325e-07,9.284364750783425e-06,2.531984364395612e-07,0.00013182529073674232,0.00027353965560905635,0.00017899731756187975,95.69275379180908,99.89558458328247,99.50780868530273,232.5901334285736,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_007_mlp_40/trial_20251101_121007/fold_005/model_best.pt
0,6,6.931500138307456e-06,1.5282829508578288e-06,0.0766928493976593,0.00031222874531522393,0.0003541301121003926,0.001345232711173594,98.75242710113525,99.86454844474792,99.09510612487793,251.40213918685913,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_007_mlp_40/trial_20251101_121007/fold_006/model_best.pt
0,7,8.464919119433034e-06,0.07986760884523392,2.7799418944596255e-07,0.0004614644858520478,0.0014242369215935469,0.00024480800493620336,99.8112678527832,99.53917264938354,99.86513257026672,246.97550702095032,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_007_mlp_40/trial_20251101_121007/fold_007/model_best.pt
0,8,0.025372058153152466,3.1404107403432135e-07,2.136473682412543e-07,0.0008550907368771732,0.0002971985377371311,0.0002565798640716821,99.9983549118042,99.99771118164062,100.0,238.4580340385437,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_007_mlp_40/trial_20251101_121007/fold_008/model_best.pt
0,9,0.025162719190120697,4.951825758325867e-07,4.850276127399411e-07,0.0009579331963323057,0.0006262368406169116,0.0006529826205223799,99.99967217445374,100.0,100.0,240.91635274887085,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_007_mlp_40/trial_20251101_121007/fold_009/model_best.pt
0,10,0.02751239389181137,6.451959393416473e-07,6.384169637385639e-07,0.0011360436910763383,0.0007710761856287718,0.0007755931583233178,99.99999403953552,100.0,100.0,220.68892645835876,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_007_mlp_40/trial_20251101_121007/fold_010/model_best.pt
0,11,1.2019894768400263e-07,6.20023357100763e-08,4.4849381083622575e-05,0.00019443164637777954,0.0001730870280880481,0.00022814999101683497,100.0,100.0,100.0,228.8453278541565,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_007_mlp_40/trial_20251101_121007/fold_011/model_best.pt
0,12,7.289376213748255e-08,4.923978485749103e-05,7.042777383503562e-08,0.00012093329132767394,0.00016911551938392222,0.00012030060315737501,67.10832715034485,71.31972908973694,72.7921187877655,223.91372847557068,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_007_mlp_40/trial_20251101_121007/fold_012/model_best.pt
0,13,1.2374308425933123e-05,8.212889213154995e-08,6.0560921610886e-08,0.0001178348102257587,0.000116326569695957,9.272114402847365e-05,100.0,100.0,100.0,232.11464428901672,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_007_mlp_40/trial_20251101_121007/fold_013/model_best.pt
0,14,1.2116246580262668e-05,6.690031284506404e-08,1.5658322638500977e-07,0.00014054706844035536,9.908682841341943e-05,0.00015784468268975616,100.0,100.0,100.0,234.75083184242249,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_007_mlp_40/trial_20251101_121007/fold_014/model_best.pt
0,15,1.206226534122834e-05,1.3837102130764833e-07,8.241028126576566e-08,0.0001405973162036389,0.00014153441588860005,0.00011943298886762932,100.0,100.0,99.99999403953552,234.34820699691772,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_007_mlp_40/trial_20251101_121007/fold_015/model_best.pt
0,16,8.77569661383859e-08,7.947936353502882e-08,3.793557823428273e-07,0.000112159141281154,0.00010720602585934103,0.00021670917340088636,90.98986387252808,95.26187181472778,99.53424334526062,227.68053436279297,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_007_mlp_40/trial_20251101_121007/fold_016/model_best.pt
