fold,OLS_train,OLS_val,OLS_test,OLS_train_diracc,OLS_val_diracc,OLS_test_diracc,OLS_train_us,OLS_val_us,OLS_test_us,OLS_alpha_train,OLS_beta_train,OLS_r2_train,OLS_alpha,OLS_beta,OLS_r2_test,var_train,var_val,var_test,LASSO_train,LASSO_val,LASSO_test,LASSO_train_diracc,LASSO_val_diracc,LASSO_test_diracc,LASSO_alpha_train,LASSO_beta_train,LASSO_r2_train,LASSO_alpha,LASSO_beta,LASSO_r2_test,LASSO_train_us,LASSO_val_us,LASSO_test_us,NN_train,NN_val,NN_test,NN_train_diracc,NN_val_diracc,NN_test_diracc,NN_alpha_train,NN_beta_train,NN_r2_train,NN_alpha,NN_beta,NN_r2_test,NN_train_us,NN_val_us,NN_test_us,normalized
0,0.2417295313142734,,0.3308191153935078,84.54415871481828,,79.93023251349177,47.0768830695008,,48.3161922387991,4.0939474033052647e-16,0.999999999999998,0.7582704686857266,0.00652486753398456,0.9327602972660928,0.672680919725606,0.46793435273509965,,0.29256843977537395,0.25521983421390004,,0.33795393259964895,84.41452272414121,,79.6576132761729,-0.002923528723192785,1.143932116634296,0.7567606244354906,0.005778359779822061,1.057913185856326,0.664372604478457,46.50647500722896,,49.09584486045543,0.2609243426624535,,0.348969017421125,84.53401877393074,,79.4026566936662,0.03601708737960474,1.1539833807358448,0.7549772608232517,0.05199633824099158,1.0350894345160333,0.6613875255992293,50.161074659074814,,54.367379380386396,True
