Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized,Train MSE Std,Val MSE Std,Test MSE Std,Train DirAcc Std,Val DirAcc Std,Test DirAcc Std
OLS,0.0037192798257302665,0.0038063362471724743,0.003654960973460615,99.39783217536967,99.80774613298424,99.77260414275068,False,0.009336246916306247,0.017427846856601183,0.016735047987949073,2.279145994220657,0.7682167178973331,0.8496099257925779
NN,0.0037193491105828075,0.003806290748025547,0.003654944413616267,98.99181439763024,99.73481723240444,99.03127068565006,False,0.009336419676554358,0.017427792890574105,0.01673514222869084,4.611305270455983,1.209897312073109,4.435618557605823
