Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized
OLS,0.0037192798257302665,0.0038063362471724743,0.003654960973460615,99.39783217536967,99.80774613298424,99.77260414275068,False
NN,0.0037193491105828075,0.003806290748025547,0.003654944413616267,98.99181439763024,99.73481723240444,99.03127068565006,False
