trial,fold,tr_loss,val_loss,test_loss,tr_mae,val_mae,test_mae,tr_directional_accuracy_pct,val_directional_accuracy_pct,test_directional_accuracy_pct,tr_undershooting_pct,val_undershooting_pct,test_undershooting_pct,seconds,model_path
0,0,0.4325731645042956,0.42413171690847395,0.3793553146801483,0.5126127261203002,0.5066323140148608,0.48228773392752017,78.28239867707215,77.84431243341635,73.34678954310856,-5.577657195702729e-05,-0.0008677639007931692,-0.00016638933134149265,48.99163031578064,/orcd/home/002/corte911/code/finNN_code/src/volatility/experiments/exp_193_mlp_100_sgd_mlp_100_adam_lr/trial_20260128_001532/fold_000/model_best.pt
