Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized
OLS,0.5698898924736323,0.5567938342385256,0.49883188190098376,99.25463459920508,99.84302132793374,99.8620738498039,False
NN,0.5679279128331153,0.5590845277829707,0.5027485934301671,99.26269981722707,99.84284494740332,99.86189679441212,False
