Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized,Train MSE Std,Val MSE Std,Test MSE Std,Train DirAcc Std,Val DirAcc Std,Test DirAcc Std
OLS,0.8404601863755169,0.9003845496599673,0.8646737023890154,65.49240002632352,66.70931661962739,66.07766406630846,False,0.048764973065903126,0.2843738056409438,0.19218711330996585,2.9180516150220708,4.1774916946951075,4.529781439006445
NN,0.8041016722558777,0.9424357477651661,0.9057204492835264,66.80569822495762,66.53541734438403,66.10902697545335,False,0.06657102375181993,0.30006164519803635,0.2007259393807476,3.223079189243966,4.577069276457037,5.315282052932381
