Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized
OLS,0.8404601863755169,0.9003845496599673,0.8646737023890154,65.49240002632352,66.70931661962739,66.07766406630846,False
NN,0.8041016722558777,0.9424357477651661,0.9057204492835264,66.80569822495762,66.53541734438403,66.10902697545335,False
