PERMNO,SecInfoStartDt,SecInfoEndDt,SecurityBegDt,SecurityEndDt,SecurityHdrFlg,HdrCUSIP,HdrCUSIP9,CUSIP,CUSIP9,PrimaryExch,ConditionalType,ExchangeTier,TradingStatusFlg,SecurityNm,ShareClass,USIncFlg,IssuerType,SecurityType,SecuritySubType,ShareType,SecurityActiveFlg,DelActionType,DelStatusType,DelReasonType,DelPaymentType,Ticker,TradingSymbol,PERMCO,SICCD,NAICS,ICBIndustry,NASDCompno,NASDIssuno,IssuerNm,YYYYMMDD,DlyCalDt,DlyDelFlg,DlyPrc,DlyPrcFlg,DlyCap,DlyCapFlg,DlyPrevPrc,DlyPrevPrcFlg,DlyPrevDt,DlyPrevCap,DlyPrevCapFlg,DlyRet,DlyRetx,DlyRetI,DlyRetMissFlg,DlyRetDurFlg,DlyOrdDivAmt,DlyNonOrdDivAmt,DlyFacPrc,DlyDistRetFlg,DlyVol,DlyClose,DlyLow,DlyHigh,DlyBid,DlyAsk,DlyOpen,DlyNumTrd,DlyMMCnt,DlyPrcVol,ShrStartDt,ShrEndDt,ShrOut,ShrSource,ShrFacType,ShrAdrFlg,DisExDt,DisSeqNbr,DisOrdinaryFlg,DisType,DisFreqType,DisPaymentType,DisDetailType,DisTaxType,DisOrigCurType,DisDivAmt,DisFacPr,DisFacShr,DisDeclareDt,DisRecordDt,DisPayDt,DisPERMNO,DisPERMCO,vwretd,vwretx,ewretd,ewretx,sprtrn
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130219,2013-02-19,N,70.140000,TR,7801812.48,BP,69.660000,TR,2013-02-15,7748421.12,PB,0.006891,0.006891,0.000000,NA,D4,0.000000,0.000000,1.000000,NO,727500,70.140000,69.760000,70.180000,70.150000,70.170000,69.770000,,,51026850.0,2013-01-31,2013-02-27,111232,OBS,NA,N,,,,,,,,,,,,,,,,,,0.006956,0.006809,0.006199,0.006107,0.007336
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130220,2013-02-20,N,69.270000,TR,7705040.64,BP,70.140000,TR,2013-02-19,7801812.48,PB,-0.012404,-0.012404,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,2067900,69.270000,69.270000,70.140000,69.280000,69.290000,70.120000,,,143243433.0,2013-01-31,2013-02-27,111232,OBS,NA,N,,,,,,,,,,,,,,,,,,-0.013325,-0.013370,-0.013073,-0.013123,-0.012404
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130221,2013-02-21,N,68.940000,TR,7668334.08,BP,69.270000,TR,2013-02-20,7705040.64,PB,-0.004764,-0.004764,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,2838200,68.940000,68.660000,69.110000,68.870000,68.880000,69.100000,,,195665508.0,2013-01-31,2013-02-27,111232,OBS,NA,N,,,,,,,,,,,,,,,,,,-0.007067,-0.007234,-0.007335,-0.007363,-0.006303
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130222,2013-02-22,N,69.540000,TR,7735073.28,BP,68.940000,TR,2013-02-21,7668334.08,PB,0.008703,0.008703,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,2704600,69.540000,69.040000,69.540000,69.520000,69.540000,69.220000,,,188077884.0,2013-01-31,2013-02-27,111232,OBS,NA,N,,,,,,,,,,,,,,,,,,0.008665,0.008571,0.007518,0.007510,0.008772
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130225,2013-02-25,N,68.230000,TR,7589359.36,BP,69.540000,TR,2013-02-22,7735073.28,PB,-0.018838,-0.018838,0.000000,NA,D3,0.000000,0.000000,1.000000,NO,2127200,68.230000,68.230000,69.990000,68.220000,68.230000,69.910000,,,145138856.0,2013-01-31,2013-02-27,111232,OBS,NA,N,,,,,,,,,,,,,,,,,,-0.017160,-0.017177,-0.014094,-0.014110,-0.018310
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130226,2013-02-26,N,68.690000,TR,7640526.08,BP,68.230000,TR,2013-02-25,7589359.36,PB,0.006742,0.006742,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,3142800,68.690000,68.110000,68.770000,68.680000,68.690000,68.550000,,,215878932.0,2013-01-31,2013-02-27,111232,OBS,NA,N,,,,,,,,,,,,,,,,,,0.005656,0.005531,0.003625,0.003545,0.006109
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130227,2013-02-27,N,69.550000,TR,7736185.60,BP,68.690000,TR,2013-02-26,7640526.08,PB,0.012520,0.012520,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,1566700,69.550000,68.580000,69.750000,69.550000,69.560000,68.630000,,,108963985.0,2013-01-31,2013-02-27,111232,OBS,NA,N,,,,,,,,,,,,,,,,,,0.012275,0.012077,0.007460,0.007339,0.012726
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130228,2013-02-28,N,69.470000,TR,8196487.42,BP,69.550000,TR,2013-02-27,7736185.60,PB,-0.001150,-0.001150,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,4853400,69.470000,69.310000,69.990000,69.400000,69.420000,69.550000,,,337165698.0,2013-02-28,2013-03-27,117986,OBS,NA,N,,,,,,,,,,,,,,,,,,-0.000630,-0.000690,-0.000090,-0.000139,-0.000864
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130301,2013-03-01,N,69.650000,TR,8217724.90,BP,69.470000,TR,2013-02-28,8196487.42,PB,0.002591,0.002591,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,3080900,69.650000,68.870000,69.750000,69.650000,69.670000,69.160000,,,214584685.0,2013-02-28,2013-03-27,117986,OBS,NA,N,,,,,,,,,,,,,,,,,,0.001752,0.001698,0.001691,0.001483,0.002324
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130304,2013-03-04,N,70.040000,TR,8263739.44,BP,69.650000,TR,2013-03-01,8217724.90,PB,0.005599,0.005599,0.000000,NA,D3,0.000000,0.000000,1.000000,NO,1073000,70.040000,69.390000,70.040000,69.990000,70.000000,69.500000,,,75152920.0,2013-02-28,2013-03-27,117986,OBS,NA,N,,,,,,,,,,,,,,,,,,0.003648,0.003633,0.001139,0.001122,0.004611
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130305,2013-03-05,N,70.640000,TR,8334531.04,BP,70.040000,TR,2013-03-04,8263739.44,PB,0.008567,0.008567,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,1065000,70.640000,70.370000,70.840000,70.650000,70.660000,70.380000,,,75231600.0,2013-02-28,2013-03-27,117986,OBS,NA,N,,,,,,,,,,,,,,,,,,0.009190,0.009151,0.007270,0.007250,0.009566
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130306,2013-03-06,N,70.770000,TR,8349869.22,BP,70.640000,TR,2013-03-05,8334531.04,PB,0.001840,0.001840,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,3769000,70.770000,70.610000,70.930000,70.750000,70.760000,70.920000,,,266732130.0,2013-02-28,2013-03-27,117986,OBS,NA,N,,,,,,,,,,,,,,,,,,0.001656,0.001455,0.002950,0.002844,0.001085
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130307,2013-03-07,N,70.900000,TR,8365207.40,BP,70.770000,TR,2013-03-06,8349869.22,PB,0.001837,0.001837,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,908600,70.900000,70.780000,70.974000,70.890000,70.900000,70.870000,,,64419740.0,2013-02-28,2013-03-27,117986,OBS,NA,N,,,,,,,,,,,,,,,,,,0.002328,0.002229,0.004182,0.004062,0.001816
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130308,2013-03-08,N,71.180000,TR,8398243.48,BP,70.900000,TR,2013-03-07,8365207.40,PB,0.003949,0.003949,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,1429800,71.180000,70.837000,71.270000,71.180000,71.190000,71.180000,,,101773164.0,2013-02-28,2013-03-27,117986,OBS,NA,N,,,,,,,,,,,,,,,,,,0.004895,0.004812,0.006155,0.006138,0.004481
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130311,2013-03-11,N,71.440000,TR,8428919.84,BP,71.180000,TR,2013-03-08,8398243.48,PB,0.003653,0.003653,0.000000,NA,D3,0.000000,0.000000,1.000000,NO,720000,71.440000,71.038000,71.460000,71.430000,71.440000,71.140000,,,51436800.0,2013-02-28,2013-03-27,117986,OBS,NA,N,,,,,,,,,,,,,,,,,,0.002695,0.002628,0.002128,0.002097,0.003249
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130312,2013-03-12,N,71.280000,TR,8410042.08,BP,71.440000,TR,2013-03-11,8428919.84,PB,-0.002240,-0.002240,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,979700,71.280000,71.072000,71.480000,71.290000,71.300000,71.410000,,,69833016.0,2013-02-28,2013-03-27,117986,OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001929,-0.001987,-0.001493,-0.001580,-0.002403
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130313,2013-03-13,N,71.380000,TR,8421840.68,BP,71.280000,TR,2013-03-12,8410042.08,PB,0.001403,0.001403,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,913500,71.380000,71.100000,71.490000,71.380000,71.390000,71.330000,,,65205630.0,2013-02-28,2013-03-27,117986,OBS,NA,N,,,,,,,,,,,,,,,,,,0.000805,0.000450,0.000158,-0.000260,0.001314
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130314,2013-03-14,N,71.760000,TR,8466675.36,BP,71.380000,TR,2013-03-13,8421840.68,PB,0.005324,0.005324,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,1340900,71.760000,71.546000,71.810000,71.770000,71.780000,71.590000,,,96222984.0,2013-02-28,2013-03-27,117986,OBS,NA,N,,,,,,,,,,,,,,,,,,0.005963,0.005922,0.004858,0.004760,0.005603
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130315,2013-03-15,N,71.660000,TR,8454876.76,BP,71.760000,TR,2013-03-14,8466675.36,PB,-0.001394,-0.001394,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,1535600,71.660000,71.450000,71.790000,71.670000,71.680000,71.700000,,,110041096.0,2013-02-28,2013-03-27,117986,OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001517,-0.001573,-0.001282,-0.001380,-0.001618
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130318,2013-03-18,N,71.270000,TR,8408862.22,BP,71.660000,TR,2013-03-15,8454876.76,PB,-0.005442,-0.005442,0.000000,NA,D3,0.000000,0.000000,1.000000,NO,1639000,71.270000,70.930700,71.590000,71.260000,71.270000,71.000000,,,116811530.0,2013-02-28,2013-03-27,117986,OBS,NA,N,,,,,,,,,,,,,,,,,,-0.005326,-0.005375,-0.002690,-0.002769,-0.005510
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130319,2013-03-19,N,71.100000,TR,8388804.60,BP,71.270000,TR,2013-03-18,8408862.22,PB,-0.002385,-0.002385,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,1207800,71.100000,70.650000,71.510000,71.110000,71.120000,71.430000,,,85874580.0,2013-02-28,2013-03-27,117986,OBS,NA,N,,,,,,,,,,,,,,,,,,-0.002923,-0.002964,-0.003544,-0.003625,-0.002423
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130320,2013-03-20,N,71.590000,TR,8446617.74,BP,71.100000,TR,2013-03-19,8388804.60,PB,0.006892,0.006892,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,2559800,71.590000,71.420000,71.710000,71.580000,71.590000,71.510000,,,183256082.0,2013-02-28,2013-03-27,117986,OBS,NA,N,,,,,,,,,,,,,,,,,,0.007248,0.007235,0.006508,0.006444,0.006697
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130321,2013-03-21,N,71.010000,TR,8378185.86,BP,71.590000,TR,2013-03-20,8446617.74,PB,-0.008102,-0.008102,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,624300,71.010000,70.880000,71.420000,70.980000,70.990000,71.160000,,,44331543.0,2013-02-28,2013-03-27,117986,OBS,NA,N,,,,,,,,,,,,,,,,,,-0.007562,-0.007587,-0.004430,-0.004485,-0.008282
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130322,2013-03-22,N,71.190000,TR,8399423.34,BP,71.010000,TR,2013-03-21,8378185.86,PB,0.007252,0.002535,0.004718,NA,D1,0.335000,0.000000,1.000000,C1,874100,71.190000,70.835000,71.200000,71.170000,71.180000,70.890000,,,62227179.0,2013-02-28,2013-03-27,117986,OBS,NA,N,2013-03-22,1,Y,CD,Q,USD,CDIV,D,USD,0.335000,0.000000,0.000000,2013-03-20,2013-03-26,2013-03-28,0,0,0.005842,0.005804,0.003328,0.003252,0.007174
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130325,2013-03-25,N,70.990000,TR,8375826.14,BP,71.190000,TR,2013-03-22,8399423.34,PB,-0.002809,-0.002809,0.000000,NA,D3,0.000000,0.000000,1.000000,NO,1230800,70.990000,70.660000,71.550000,70.960000,70.970000,71.430000,,,87374492.0,2013-02-28,2013-03-27,117986,OBS,NA,N,,,,,,,,,,,,,,,,,,-0.003071,-0.003117,-0.001587,-0.001641,-0.003340
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130326,2013-03-26,N,71.520000,TR,8438358.72,BP,70.990000,TR,2013-03-25,8375826.14,PB,0.007466,0.007466,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,2749000,71.520000,71.170000,71.530000,71.490000,71.500000,71.260000,,,196608480.0,2013-02-28,2013-03-27,117986,OBS,NA,N,,,,,,,,,,,,,,,,,,0.007299,0.006972,0.003350,0.003096,0.007785
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130327,2013-03-27,N,71.480000,TR,8433639.28,BP,71.520000,TR,2013-03-26,8438358.72,PB,-0.000559,-0.000559,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,785900,71.480000,70.950000,71.530000,71.470000,71.480000,71.100000,,,56176132.0,2013-02-28,2013-03-27,117986,OBS,NA,N,,,,,,,,,,,,,,,,,,-0.000118,-0.000205,0.000679,0.000606,-0.000588
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130328,2013-03-28,N,71.640000,TR,8841378.96,BP,71.480000,TR,2013-03-27,8433639.28,PB,0.002238,0.002238,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,732800,71.640000,71.380000,71.810000,71.690000,71.700000,71.480000,,,52497792.0,2013-03-28,2013-04-29,123414,OBS,NA,N,,,,,,,,,,,,,,,,,,0.004054,0.004010,0.002923,0.002894,0.004057
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130401,2013-04-01,N,71.440000,TR,8816696.16,BP,71.640000,TR,2013-03-28,8841378.96,PB,-0.002792,-0.002792,0.000000,NA,D4,0.000000,0.000000,1.000000,NO,1236300,71.440000,71.270000,72.100000,71.430000,71.440000,71.700000,,,88321272.0,2013-03-28,2013-04-29,123414,OBS,NA,N,,,,,,,,,,,,,,,,,,-0.005392,-0.005490,-0.007797,-0.007894,-0.004474
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130402,2013-04-02,N,71.790000,TR,8859891.06,BP,71.440000,TR,2013-04-01,8816696.16,PB,0.004899,0.004899,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,1598700,71.790000,71.600000,71.960000,71.780000,71.790000,71.690000,,,114770673.0,2013-03-28,2013-04-29,123414,OBS,NA,N,,,,,,,,,,,,,,,,,,0.002710,0.002702,-0.002178,-0.002201,0.005172
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130403,2013-04-03,N,71.070000,TR,8771032.98,BP,71.790000,TR,2013-04-02,8859891.06,PB,-0.010029,-0.010029,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,1543700,71.070000,70.890000,71.900000,71.070000,71.080000,71.860000,,,109710759.0,2013-03-28,2013-04-29,123414,OBS,NA,N,,,,,,,,,,,,,,,,,,-0.011859,-0.011989,-0.011644,-0.011712,-0.010546
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130404,2013-04-04,N,71.350000,TR,8805588.90,BP,71.070000,TR,2013-04-03,8771032.98,PB,0.003940,0.003940,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,1950000,71.350000,71.024000,71.490000,71.340000,71.350000,71.150000,,,139132500.0,2013-03-28,2013-04-29,123414,OBS,NA,N,,,,,,,,,,,,,,,,,,0.003826,0.003781,0.003704,0.003681,0.004048
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130405,2013-04-05,N,71.070000,TR,8771032.98,BP,71.350000,TR,2013-04-04,8805588.90,PB,-0.003924,-0.003924,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,1284300,71.070000,70.400000,71.130000,71.040000,71.050000,70.500000,,,91275201.0,2013-03-28,2013-04-29,123414,OBS,NA,N,,,,,,,,,,,,,,,,,,-0.003519,-0.003529,-0.001037,-0.001045,-0.004295
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130408,2013-04-08,N,71.510000,TR,8825335.14,BP,71.070000,TR,2013-04-05,8771032.98,PB,0.006191,0.006191,0.000000,NA,D3,0.000000,0.000000,1.000000,NO,631900,71.510000,70.850000,71.520000,71.510000,71.520000,71.100000,,,45187169.0,2013-03-28,2013-04-29,123414,OBS,NA,N,,,,,,,,,,,,,,,,,,0.006639,0.006425,0.004411,0.004374,0.006303
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20130409,2013-04-09,N,71.770000,TR,8857422.78,BP,71.510000,TR,2013-04-08,8825335.14,PB,0.003636,0.003636,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,738100,71.770000,71.436200,72.030000,71.750000,71.760000,71.660000,,,52973437.0,2013-03-28,2013-04-29,123414,OBS,NA,N,,,,,,,,,,,,,,,,,,0.003703,0.003680,0.002604,0.002542,0.003544
