PERMNO,SecInfoStartDt,SecInfoEndDt,SecurityBegDt,SecurityEndDt,SecurityHdrFlg,HdrCUSIP,HdrCUSIP9,CUSIP,CUSIP9,PrimaryExch,ConditionalType,ExchangeTier,TradingStatusFlg,SecurityNm,ShareClass,USIncFlg,IssuerType,SecurityType,SecuritySubType,ShareType,SecurityActiveFlg,DelActionType,DelStatusType,DelReasonType,DelPaymentType,Ticker,TradingSymbol,PERMCO,SICCD,NAICS,ICBIndustry,NASDCompno,NASDIssuno,IssuerNm,YYYYMMDD,DlyCalDt,DlyDelFlg,DlyPrc,DlyPrcFlg,DlyCap,DlyCapFlg,DlyPrevPrc,DlyPrevPrcFlg,DlyPrevDt,DlyPrevCap,DlyPrevCapFlg,DlyRet,DlyRetx,DlyRetI,DlyRetMissFlg,DlyRetDurFlg,DlyOrdDivAmt,DlyNonOrdDivAmt,DlyFacPrc,DlyDistRetFlg,DlyVol,DlyClose,DlyLow,DlyHigh,DlyBid,DlyAsk,DlyOpen,DlyNumTrd,DlyMMCnt,DlyPrcVol,ShrStartDt,ShrEndDt,ShrOut,ShrSource,ShrFacType,ShrAdrFlg,DisExDt,DisSeqNbr,DisOrdinaryFlg,DisType,DisFreqType,DisPaymentType,DisDetailType,DisTaxType,DisOrigCurType,DisDivAmt,DisFacPr,DisFacShr,DisDeclareDt,DisRecordDt,DisPayDt,DisPERMNO,DisPERMCO,vwretd,vwretx,ewretd,ewretx,sprtrn
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20100923,2010-09-23,N,51.653100,TR,26756.31,BP,52.080000,TR,2010-09-22,26977.44,PB,-0.008197,-0.008197,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,66700,51.653100,51.560000,52.170000,51.660000,51.670000,51.660000,,,3445261.8,2010-09-09,2010-09-29,518,OBS,NA,N,,,,,,,,,,,,,,,,,,-0.008117,-0.008140,-0.006130,-0.006175,-0.008331
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20100924,2010-09-24,N,52.420000,TR,27153.56,BP,51.653100,TR,2010-09-23,26756.31,PB,0.020249,0.014847,0.005401,NA,D1,0.279000,0.000000,1.000000,C1,48300,52.420000,51.934000,52.450000,52.430000,52.440000,51.970000,,,2531886.0,2010-09-09,2010-09-29,518,OBS,NA,N,2010-09-24,1,Y,CD,Q,USD,CDIV,D,USD,0.279000,0.000000,0.000000,2010-09-23,2010-09-28,2010-09-30,0,0,0.021202,0.021146,0.020093,0.020025,0.021194
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20100927,2010-09-27,N,52.170000,TR,27024.06,BP,52.420000,TR,2010-09-24,27153.56,PB,-0.004769,-0.004769,0.000000,NA,D3,0.000000,0.000000,1.000000,NO,30100,52.170000,52.170000,52.490000,52.200000,52.220000,52.490000,,,1570317.0,2010-09-09,2010-09-29,518,OBS,NA,N,,,,,,,,,,,,,,,,,,-0.004459,-0.004466,-0.001482,-0.001507,-0.005667
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20100928,2010-09-28,N,52.510000,TR,27200.18,BP,52.170000,TR,2010-09-27,27024.06,PB,0.006517,0.006517,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,99700,52.510000,51.710000,52.510000,52.390000,52.410000,52.159000,,,5235247.0,2010-09-09,2010-09-29,518,OBS,NA,N,,,,,,,,,,,,,,,,,,0.005787,0.005588,0.007419,0.007196,0.004850
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20100929,2010-09-29,N,52.260000,TR,27070.68,BP,52.510000,TR,2010-09-28,27200.18,PB,-0.004761,-0.004761,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,31800,52.260000,52.110000,52.455000,52.260000,52.280000,52.290000,,,1661868.0,2010-09-09,2010-09-29,518,OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001083,-0.001174,0.002010,0.001957,-0.002588
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20100930,2010-09-30,N,52.180000,TR,27029.24,BP,52.260000,TR,2010-09-29,27070.68,PB,-0.001531,-0.001531,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,89400,52.180000,51.980000,52.840000,52.120000,52.140000,52.600000,,,4664892.0,2010-09-30,2010-10-28,518,OBS,NA,N,,,,,,,,,,,,,,,,,,-0.001975,-0.002021,0.001188,0.001154,-0.003084
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20101001,2010-10-01,N,52.360000,TR,27122.48,BP,52.180000,TR,2010-09-30,27029.24,PB,0.003450,0.003450,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,34100,52.360000,52.082400,52.580000,52.350000,52.370000,52.540000,,,1785476.0,2010-09-30,2010-10-28,518,OBS,NA,N,,,,,,,,,,,,,,,,,,0.004939,0.004825,0.004493,0.004375,0.004416
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20101004,2010-10-04,N,51.920000,TR,26894.56,BP,52.360000,TR,2010-10-01,27122.48,PB,-0.008403,-0.008403,0.000000,NA,D3,0.000000,0.000000,1.000000,NO,177400,51.920000,51.750000,52.630000,51.950000,51.960000,52.630000,,,9210608.0,2010-09-30,2010-10-28,518,OBS,NA,N,,,,,,,,,,,,,,,,,,-0.008293,-0.008639,-0.009039,-0.009108,-0.008035
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20101005,2010-10-05,N,53.058000,TR,27484.04,BP,51.920000,TR,2010-10-04,26894.56,PB,0.021918,0.021918,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,39700,53.058000,52.410000,53.100000,53.000000,53.020000,52.510000,,,2106402.6,2010-09-30,2010-10-28,518,OBS,NA,N,,,,,,,,,,,,,,,,,,0.020563,0.020560,0.018553,0.018543,0.020861
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20101006,2010-10-06,N,52.968000,TR,27437.42,BP,53.058000,TR,2010-10-05,27484.04,PB,-0.001696,-0.001696,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,553800,52.968000,52.810000,53.140000,53.000000,53.020000,53.060000,,,29333678.4,2010-09-30,2010-10-28,518,OBS,NA,N,,,,,,,,,,,,,,,,,,-0.000333,-0.000668,-0.000476,-0.000572,-0.000672
12305,2010-09-09,2013-10-23,2010-09-09,2024-12-31,N,92290836,922908363,92290841,922908413,R,RW,N/A,A,VANGUARD INDEX FUNDS; ETFNONE; CONS,,Y,ACOR,FUND,ETF,NS,Y,N/A,UNAV,NACT,UNAV,VOO,VOO,41593,6726,525990,FINL,0,0,VANGUARD INDEX FUNDS,20101007,2010-10-07,N,52.940000,TR,27422.92,BP,52.968000,TR,2010-10-06,27437.42,PB,-0.000529,-0.000529,0.000000,NA,D1,0.000000,0.000000,1.000000,NO,99700,52.940000,52.660000,53.250000,52.940000,52.950000,53.250000,,,5278118.0,2010-09-30,2010-10-28,518,OBS,NA,N,,,,,,,,,,,,,,,,,,-0.002121,-0.002136,-0.001649,-0.001676,-0.001647
