Model,Train MSE,Val MSE,Test MSE,Train DirAcc,Val DirAcc,Test DirAcc,normalized,Train MSE Std,Val MSE Std,Test MSE Std,Train DirAcc Std,Val DirAcc Std,Test DirAcc Std
OLS,0.5220471394435232,0.5143164796300391,0.46745433172342565,75.82129503152724,76.13641339363346,72.68649633360378,False,,,,,,
NN,0.524905484716362,0.5172347330194699,0.4716738610996658,75.78854416972935,76.26193439963636,72.62124366609004,False,,,,,,
